19-4-4 07:39:20.8|Info|UpdateApp|Starting Sonarr Update Client
19-4-4 07:39:36.4|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/opensans-semibold.eot for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:36.5|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/fonts/opensans-semibold.ttf] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/opensans-semibold.ttf]
19-4-4 07:39:36.5|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/opensans-semibold.ttf for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:36.6|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/fonts/opensans-semibold.woff] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/opensans-semibold.woff]
19-4-4 07:39:36.7|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/opensans-semibold.woff for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:36.7|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/fonts/ubuntumono-regular.eot] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/ubuntumono-regular.eot]
19-4-4 07:39:36.8|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/ubuntumono-regular.eot for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:36.8|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/fonts/ubuntumono-regular.woff] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/ubuntumono-regular.woff]
19-4-4 07:39:36.9|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fonts/ubuntumono-regular.woff for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.0|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/activity.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/activity.css]
19-4-4 07:39:37.0|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/activity.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.1|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/addSeries.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/addSeries.css]
19-4-4 07:39:37.1|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/addSeries.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.2|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/bootstrap.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/bootstrap.css]
19-4-4 07:39:37.2|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/bootstrap.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.3|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/bootstrap.toggle-switch.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/bootstrap.toggle-switch.css]
19-4-4 07:39:37.3|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/bootstrap.toggle-switch.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.4|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/calendar.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/calendar.css]
19-4-4 07:39:37.4|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/calendar.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.5|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/cells.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/cells.css]
19-4-4 07:39:37.6|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/cells.css for symlink returned error ENOENT, assuming it's not a symlink.
19-4-4 07:39:37.6|Debug|DiskTransferService|Copy [/opt/NzbDrone/UI/Content/fullcalendar.css] > [/tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fullcalendar.css]
19-4-4 07:39:37.7|Trace|SymbolicLinkResolver|Checking path /tmp/nzbdrone_update/nzbdrone_backup/UI/Content/fullcalendar.css for symlink returned error ENOENT, assuming it's not a symlink.
